"","x"
"3944","TMEM101"
"3945","LSM12"
"3946","G6PC3"
"3947","UBTF"
"3948","SLC25A39"
"3949","GRN"
"3950","GPATCH8"
"3951","CCDC43"
"3952","EFTUD2"
"3953","NMT1"
"3954","PLCD3"
"3955","KANSL1-AS1"
"3956","GOSR2"
"3957","CDC27"
"3958","NPEPPS"
"3959","KPNB1"
"3960","MRPL10"
"3961","CDK5RAP3"
"3962","CBX1"
"3963","CALCOCO2"
"3964","ATP5G1"
"3965","UBE2Z"
"3966","SNF8"
"3967","PHB"
"3968","SPOP"
"3969","SLC35B1"
"3970","ITGA3"
"3971","COL1A1"
"3972","MRPL27"
"3973","LRRC59"
"3974","ABCC3"
"3975","LUC7L3"
"3976","TOB1"
"3977","SPAG9"
"3978","NME1"
"3979","UTP18"
"3980","TOM1L1"
"3981","COX11"
"3982","COIL"
"3983","SCPEP1"
"3984","AKAP1"
"3985","MSI2"
"3986","MRPS23"
"3987","CUEDC1"
"3988","VEZF1"
"3989","SRSF1"
"3990","DYNLL2"
"3991","SUPT4H1"
"3992","RNF43"
"3993","RAD51C"
"3994","SKA2"
"3995","PRR11"
"3996","CLTC"
"3997","PTRH2"
"3998","VMP1"
"3999","METTL2A"
"4000","CYB561"
"4001","DCAF7"
"4002","TACO1"
"4003","CCDC47"
"4004","DDX42"
"4005","FTSJ3"
"4006","PSMC5"
"4007","SMARCD2"
"4008","DDX5"
"4009","SMURF2"
"4010","PRKCA"
"4011","PSMD12"
"4012","NOL11"
"4013","BPTF"
"4014","C17orf58"
"4015","KPNA2"
"4016","AMZ2"
"4017","PRKAR1A"
"4018","SOX9"
"4019","LINC00511"
"4020","FAM104A"
"4021","RPL38"
"4022","GPRC5C"
"4023","SLC9A3R1"
"4024","NAT9"
"4025","FDXR"
"4026","ICT1"
"4027","ATP5H"
"4028","NT5C"
"4029","HN1"
"4030","SUMO2"
"4031","NUP85"
"4032","MRPS7"
"4033","MIF4GD"
"4034","SLC25A19"
"4035","GRB2"
"4036","TSEN54"
"4037","LLGL2"
"4038","SAP30BP"
"4039","ITGB4"
"4040","GALK1"
"4041","H3F3B"
"4042","UNK"
"4043","WBP2"
"4044","TRIM47"
"4045","EVPL"
"4046","SRP68"
"4047","EXOC7"
"4048","UBALD2"
"4049","PRPSAP1"
"4050","JMJD6"
"4051","METTL23"
"4052","SRSF2"
"4053","SEC14L1"
"4054","SYNGR2"
"4055","TK1"
"4056","BIRC5"
"4057","USP36"
"4058","TIMP2"
"4059","LGALS3BP"
"4060","CANT1"
"4061","CBX2"
"4062","GAA"
"4063","EIF4A3"
"4064","RNF213"
"4065","ENDOV"
"4066","BAIAP2"
"4067","C17orf89"
"4068","ACTG1"
"4069","NPLOC4"
"4070","OXLD1"
"4071","CCDC137"
"4072","ARL16"
"4073","HGS"
"4074","MRPL12"
"4075","P4HB"
"4076","ARHGDIA"
"4077","ALYREF"
"4078","ANAPC11"
"4079","PCYT2"
"4080","SIRT7"
"4081","MAFG"
"4082","PYCR1"
"4083","ASPSCR1"
"4084","STRA13"
"4085","RAC3"
"4086","DCXR"
"4087","GPS1"
"4088","DUS1L"
"4089","FASN"
"4090","CCDC57"
"4091","SLC16A3"
"4092","CSNK1D"
"4093","OGFOD3"
"4094","C17orf62"
"4095","NARF"
"4096","FOXK2"
"4097","WDR45B"
"4098","RAB40B"
"4099","FN3KRP"
"4100","B3GNTL1"
"4101","USP14"
"4102","TYMS"
"4103","ENOSF1"
"4104","NDC80"
"4105","MYL12A"
"4106","MYL12B"
"4107","TGIF1"
"4108","LINC00667"
"4109","NDUFV2"
"4110","ANKRD12"
"4111","TWSG1"
"4112","RALBP1"
"4113","RAB31"
"4114","VAPA"
"4115","CHMP1B"
"4116","IMPA2"
"4117","AFG3L2"
"4118","PSMG2"
"4119","PTPN2"
"4120","SEH1L"
"4121","FAM210A"
"4122","SNRPD1"
"4123","ABHD3"
"4124","TTC39C"
"4125","CABYR"
"4126","SS18"
"4127","RNF138"
"4128","ZNF24"
"4129","INO80C"
"4130","C18orf21"
"4131","SLC39A6"
"4132","TPGS2"
"4133","ATP5A1"
"4134","HAUS1"
"4135","SMAD2"
"4136","SMAD7"
"4137","C18orf32"
"4138","RPL17"
"4139","ACAA2"
"4140","MYO5B"
"4141","TXNL1"
"4142","FECH"
"4143","NARS"
"4144","MALT1"
"4145","SEC11C"
"4146","LMAN1"
"4147","PMAIP1"
"4148","KDSR"
"4149","VPS4B"
"4150","CYB5A"
"4151","CNDP2"
"4152","MBP"
"4153","HSBP1L1"
"4154","TXNL4A"
"4155","RBFA"
"4156","TRIB3"
"4157","RBCK1"
"4158","CSNK2A1"
"4159","SRXN1"
"4160","PSMF1"
"4161","SDCBP2"
"4162","FKBP1A"
"4163","NSFL1C"
"4164","SNRPB"
"4165","NOP56"
"4166","IDH3B"
"4167","VPS16"
"4168","PTPRA"
"4169","MRPS26"
"4170","DDRGK1"
"4171","ITPA"
"4172","C20orf27"
"4173","CENPB"
"4174","CDC25B"
"4175","PANK2"
"4176","SMOX"
"4177","PRNP"
"4178","TMEM230"
"4179","PCNA"
"4180","TRMT6"
"4181","CRLS1"
"4182","FERMT1"
"4183","TMX4"
"4184","MKKS"
"4185","JAG1"
"4186","ESF1"
"4187","NDUFAF5"
"4188","SNRPB2"
"4189","DSTN"
"4190","RRBP1"
"4191","SNX5"
"4192","MGME1"
"4193","PET117"
"4194","SEC23B"
"4195","LINC00493"
"4196","DTD1"
"4197","NAA20"
"4198","XRN2"
"4199","NXT1"
"4200","CST3"
"4201","APMAP"
"4202","ENTPD6"
"4203","PYGB"
"4204","ABHD12"
"4205","HM13"
"4206","ID1"
"4207","BCL2L1"
"4208","TPX2"
"4209","PDRG1"
"4210","TM9SF4"
"4211","ASXL1"
"4212","COMMD7"
"4213","MAPRE1"
"4214","CDK5RAP1"
"4215","NECAB3"
"4216","E2F1"
"4217","CHMP4B"
"4218","RALY"
"4219","EIF2S2"
"4220","AHCY"
"4221","DYNLRB1"
"4222","PIGU"
"4223","GSS"
"4224","TRPC4AP"
"4225","EDEM2"
"4226","PROCR"
"4227","MMP24-AS1"
"4228","EIF6"
"4229","UQCC1"
"4230","ERGIC3"
"4231","CPNE1"
"4232","NFS1"
"4233","ROMO1"
"4234","RBM39"
"4235","PHF20"
"4236","SCAND1"
"4237","LINC00657"
"4238","MYL9"
"4239","C20orf24"
"4240","NDRG3"
"4241","DSN1"
"4242","RPN2"
"4243","MANBAL"
"4244","BLCAP"
"4245","CTNNBL1"
"4246","TGM2"
"4247","FAM83D"
"4248","TOP1"
"4249","SRSF6"
"4250","IFT52"
"4251","MYBL2"
"4252","OSER1"
"4253","SERINC3"
"4254","PKIG"
"4255","YWHAB"
"4256","TOMM34"
"4257","SDC4"
"4258","SYS1"
"4259","PIGT"
"4260","DNTTIP1"
"4261","UBE2C"
"4262","ACOT8"
"4263","CTSA"
"4264","SLC35C2"
"4265","TP53RK"
"4266","ZMYND8"
"4267","CSE1L"
"4268","STAU1"
"4269","DDX27"
"4270","ZFAS1"
"4271","RNF114"
"4272","TMEM189"
"4273","CEBPB"
"4274","PTPN1"
"4275","BCAS4"
"4276","DPM1"
"4277","ZNF217"
"4278","PFDN4"
"4279","FAM210B"
"4280","AURKA"
"4281","CSTF1"
"4282","RTFDC1"
"4283","RAE1"
"4284","RBM38"
"4285","PMEPA1"
"4286","RAB22A"
"4287","VAPB"
"4288","GNAS"
"4289","NELFCD"
"4290","CTSZ"
"4291","ATP5E"
"4292","PSMA7"
"4293","MTG2"
"4294","ADRM1"
"4295","LAMA5"
"4296","RPS21"
"4297","SLCO4A1"
"4298","MRGBP"
"4299","OGFR"
"4300","GID8"
"4301","YTHDF1"
"4302","PPDPF"
"4303","ARFRP1"
"4304","SLC2A4RG"
"4305","TPD52L2"
"4306","DNAJC5"
"4307","UCKL1"
"4308","PRPF6"
"4309","TCEA2"
"4310","RGS19"
"4311","TPGS1"
"4312","CDC34"
"4313","BSG"
"4314","RNF126"
"4315","FSTL3"
"4316","MISP"
"4317","PTBP1"
"4318","CFD"
"4319","WDR18"
"4320","TMEM259"
"4321","CNN2"
"4322","ABCA7"
"4323","POLR2E"
"4324","GPX4"
"4325","ATP5D"
"4326","MIDN"
"4327","CIRBP"
"4328","C19orf24"
"4329","NDUFS7"
"4330","GAMT"
"4331","DAZAP1"
"4332","RPS15"
"4333","C19orf25"
"4334","MBD3"
"4335","TCF3"
"4336","ABHD17A"
"4337","SCAMP4"
"4338","CSNK1G2"
"4339","MKNK2"
"4340","AP3D1"
"4341","PLEKHJ1"
"4342","SF3A2"
"4343","OAZ1"
"4344","LSM7"
"4345","TIMM13"
"4346","LMNB2"
"4347","GADD45B"
"4348","SLC39A3"
"4349","SGTA"
"4350","THOP1"
"4351","AES"
"4352","GNA11"
"4353","NCLN"
"4354","NFIC"
"4355","DOHH"
"4356","FZR1"
"4357","MFSD12"
"4358","HMG20B"
"4359","MRPL54"
"4360","DAPK3"
"4361","EEF2"
"4362","ZBTB7A"
"4363","MAP2K2"
"4364","SIRT6"
"4365","STAP2"
"4366","SH3GL1"
"4367","CHAF1A"
"4368","UBXN6"
"4369","DPP9"
"4370","PLIN3"
"4371","SAFB2"
"4372","SAFB"
"4373","RPL36"
"4374","C19orf70"
"4375","HSD11B1L"
"4376","LONP1"
"4377","DUS3L"
"4378","NDUFA11"
"4379","CLPP"
"4380","ALKBH7"
"4381","GTF2F1"
"4382","KHSRP"
"4383","SLC25A23"
"4384","GPR108"
"4385","TRIP10"
"4386","PET100"
"4387","STXBP2"
"4388","MAP2K7"
"4389","SNAPC2"
"4390","CTXN1"
"4391","TIMM44"
"4392","ELAVL1"
"4393","CD320"
"4394","RPS28"
"4395","RAB11B"
"4396","HNRNPM"
"4397","MUC16"
"4398","UBL5"
"4399","PIN1"
"4400","PPAN"
"4401","EIF3G"
"4402","DNMT1"
"4403","MRPL4"
"4404","FDX1L"
"4405","ICAM3"
"4406","CDC37"
"4407","KEAP1"
"4408","CDKN2D"
"4409","AP1M2"
"4410","ILF3-AS1"
"4411","ILF3"
"4412","QTRT1"
"4413","TMED1"
"4414","YIPF2"
"4415","SMARCA4"
"4416","LDLR"
"4417","TMEM205"
"4418","PRKCSH"
"4419","ECSIT"
"4420","ELOF1"
"4421","WDR83OS"
"4422","DHPS"
"4423","C19orf43"
"4424","ASNA1"
"4425","HOOK2"
"4426","JUNB"
"4427","PRDX2"
"4428","RNASEH2A"
"4429","DNASE2"
"4430","FARSA"
"4431","CALR"
"4432","RAD23A"
"4433","GADD45GIP1"
"4434","STX10"
"4435","IER2"
"4436","C19orf53"
"4437","ASF1B"
"4438","DDX39A"
"4439","PKN1"
"4440","GIPC1"
"4441","DNAJB1"
"4442","TECR"
"4443","NDUFB7"
"4444","ILVBL"
"4445","BRD4"
"4446","TPM4"
"4447","RAB8A"
"4448","FAM32A"
"4449","AP1M1"
"4450","KLF2"
"4451","SMIM7"
"4452","USE1"
"4453","NR2F6"
"4454","BABAM1"
"4455","MRPL34"
"4456","DDA1"
"4457","MVB12A"
"4458","PGLS"
"4459","RPL18A"
"4460","CCDC124"
"4461","JUND"
"4462","LSM4"
"4463","GDF15"
"4464","SSBP4"
"4465","FKBP8"
"4466","KXD1"
"4467","UBA52"
"4468","C19orf60"
"4469","COPE"
"4470","DDX49"
"4471","HOMER3"
"4472","SUGP2"
"4473","RFXANK"
"4474","NR2C2AP"
"4475","NDUFA13"
"4476","ZNF430"
"4477","ZNF714"
"4478","ZNF431"
"4479","UQCRFS1"
"4480","POP4"
"4481","CCNE1"
"4482","URI1"
"4483","PDCD5"
"4484","CEBPG"
"4485","PEPD"
"4486","LSM14A"
"4487","GPI"
"4488","PDCD2L"
"4489","UBA2"
"4490","FXYD5"
"4491","LSR"
"4492","USF2"
"4493","TMEM147"
"4494","RBM42"
"4495","COX6B1"
"4496","PSENEN"
"4497","SDHAF1"
"4498","POLR2I"
"4499","TBCB"
"4500","CAPNS1"
"4501","ZNF146"
"4502","ZNF566"
"4503","SPINT2"
"4504","C19orf33"
"4505","YIF1B"
"4506","PSMD8"
"4507","EIF3K"
"4508","ACTN4"
"4509","HNRNPL"
"4510","NFKBIB"
"4511","MRPS12"
"4512","FBXO17"
"4513","PAK4"
"4514","SAMD4B"
"4515","PAF1"
"4516","ZFP36"
"4517","RPS16"
"4518","SUPT5H"
"4519","TIMM50"
"4520","EID2"
"4521","FBL"
"4522","PSMC4"
"4523","PLD3"
"4524","SERTAD1"
"4525","SERTAD3"
"4526","BLVRB"
"4527","SHKBP1"
"4528","LTBP4"
"4529","SNRPA"
"4530","EGLN2"
"4531","HNRNPUL1"
"4532","B9D2"
"4533","EXOSC5"
"4534","ATP5SL"
"4535","RPS19"
"4536","RABAC1"
"4537","DEDD2"
"4538","GSK3A"
"4539","PAFAH1B3"
"4540","ETHE1"
"4541","ZNF576"
"4542","ZNF428"
"4543","PLAUR"
"4544","KCNN4"
"4545","ZNF226"
"4546","BCL3"
"4547","BCAM"
"4548","PVRL2"
"4549","TOMM40"
"4550","APOE"
"4551","CLPTM1"
"4552","GEMIN7"
"4553","TRAPPC6A"
"4554","CD3EAP"
"4555","ERCC1"
"4556","FOSB"
"4557","VASP"
"4558","SNRPD2"
"4559","PPP5C"
"4560","CALM3"
"4561","STRN4"
"4562","SLC1A5"
"4563","AP2S1"
"4564","TMEM160"
"4565","SAE1"
"4566","BBC3"
"4567","NAPA"
"4568","GLTSCR2"
"4569","SEPW1"
"4570","EMP3"
"4571","KDELR1"
"4572","GRWD1"
"4573","CYTH2"
"4574","RPL18"
"4575","DBP"
"4576","BCAT2"
"4577","PPP1R15A"
"4578","NUCB1"
"4579","BAX"
"4580","FTL"
"4581","RUVBL2"
"4582","SNRNP70"
"4583","TRPM4"
"4584","PIH1D1"
"4585","RPL13A"
"4586","RPS11"
"4587","NOSIP"
"4588","RRAS"
"4589","IRF3"
"4590","BCL2L12"
"4591","PRMT1"
"4592","AP2A1"
"4593","PTOV1"
"4594","PNKP"
"4595","AKT1S1"
"4596","NUP62"
"4597","ATF5"
"4598","VRK3"
"4599","MYH14"
"4600","NR1H2"
"4601","EMC10"
"4602","JOSD2"
"4603","CLEC11A"
"4604","C19orf48"
"4605","CTU1"
"4606","ETFB"
"4607","PPP2R1A"
"4608","ZNF480"
"4609","NDUFA3"
"4610","TFPT"
"4611","PRPF31"
"4612","LENG1"
"4613","MBOAT7"
"4614","TSEN34"
"4615","RPS9"
"4616","RDH13"
"4617","TNNT1"
"4618","HSPBP1"
"4619","RPL28"
"4620","UBE2S"
"4621","ISOC2"
"4622","NAT14"
"4623","ZNF524"
"4624","ZNF580"
"4625","ZNF581"
"4626","U2AF2"
"4627","EPN1"
"4628","TRAPPC2P1"
"4629","RPS5"
"4630","SLC27A5"
"4631","TRIM28"
"4632","CHMP2A"
"4633","UBE2M"
"4634","CECR5"
"4635","ATP6V1E1"
"4636","BCL2L13"
"4637","BID"
"4638","SLC25A1"
"4639","C22orf39"
"4640","MRPL40"
"4641","UFD1L"
"4642","CDC45"
"4643","TXNRD2"
"4644","COMT"
"4645","RANBP1"
"4646","DGCR6L"
"4647","SNAP29"
"4648","THAP7"
"4649","UBE2L3"
"4650","YDJC"
"4651","SDF2L1"
"4652","CHCHD10"
"4653","SMARCB1"
"4654","MIF"
"4655","DDT"
"4656","SNRPD3"
"4657","SRRD"
"4658","HSCB"
"4659","XBP1"
"4660","EWSR1"
"4661","AP1B1"
"4662","ZMAT5"
"4663","UQCR10"
"4664","SF3A1"
"4665","MTFP1"
"4666","PES1"
"4667","SELM"
"4668","DRG1"
"4669","YWHAH"
"4670","RTCB"
"4671","FBXO7"
"4672","HMGXB4"
"4673","HMOX1"
"4674","MCM5"
"4675","RBFOX2"
"4676","MYH9"
"4677","TXN2"
"4678","EIF3D"
"4679","IFT27"
"4680","MPST"
"4681","CDC42EP1"
"4682","GGA1"
"4683","LGALS1"
"4684","TRIOBP"
"4685","H1F0"
"4686","EIF3L"
"4687","POLR2F"
"4688","MAFF"
"4689","CSNK1E"
"4690","DDX17"
"4691","CBY1"
"4692","TOMM22"
"4693","CBX6"
"4694","RPL3"
"4695","ATF4"
"4696","RPS19BP1"
"4697","ADSL"
"4698","ST13"
"4699","RBX1"
"4700","RANGAP1"
"4701","PHF5A"
"4702","ACO2"
"4703","POLR3H"
"4704","PMM1"
"4705","DESI1"
"4706","XRCC6"
"4707","CENPM"
"4708","SMDT1"
"4709","NDUFA6"
"4710","RRP7A"
"4711","CYB5R3"
"4712","ATP5L2"
"4713","BIK"
"4714","MCAT"
"4715","TSPO"
"4716","TTLL12"
"4717","SAMM50"
"4718","PARVB"
"4719","ATXN10"
"4720","WNT7B"
"4721","GTSE1"
"4722","TRMU"
"4723","CTA-29F11.1"
"4724","CRELD2"
"4725","PIM3"
"4726","TRABD"
"4727","PLXNB2"
"4728","LMF2"
"4729","SCO2"
"4730","TYMP"
"4731","CXADR"
"4732","BTG3"
"4733","MRPL39"
"4734","ATP5J"
"4735","APP"
"4736","USP16"
"4737","CCT8"
"4738","SOD1"
"4739","MIS18A"
"4740","EVA1C"
"4741","C21orf59"
"4742","IFNGR2"
"4743","TMEM50B"
"4744","GART"
"4745","SON"
"4746","DONSON"
"4747","CRYZL1"
"4748","ATP5O"
"4749","MRPS6"
"4750","RUNX1"
"4751","CBR1"
"4752","CBR3"
"4753","AP000692.10"
"4754","PIGP"
"4755","TTC3"
"4756","DSCR3"
"4757","ETS2"
"4758","PSMG1"
"4759","HMGN1"
"4760","WRB"
"4761","WDR4"
"4762","NDUFV3"
"4763","U2AF1"
"4764","SIK1"
"4765","RRP1B"
"4766","PDXK"
"4767","CSTB"
"4768","RRP1"
"4769","PFKL"
"4770","UBE2G2"
"4771","SUMO3"
"4772","PTTG1IP"
"4773","FAM207A"
"4774","SPATC1L"
"4775","YBEY"
"4776","PRMT2"
"4777","MT-ND1"
"4778","MT-ND2"
"4779","MT-CO1"
"4780","MT-CO2"
"4781","MT-ATP6"
"4782","MT-CO3"
"4783","MT-ND3"
"4784","MT-ND4L"
"4785","MT-ND4"
"4786","MT-ND5"
"4787","MT-ND6"
"4788","MT-CYB"
